540 1 -4400 25 25 25
6           -2484.7272847037821      
7           -50.925063143967421      
13          -13858.97674386885       
10          -8925.0694517602387      
12          -8795.1246932462145      
8           -9350.2856649163696      
14          -13838.237373820402      
3           -702.21683774858514      
7           -287.74376957087372      
6           -487.81790860141984      
3           0.70615251669202006      
6           -274.8337432036484       
5           719.87436275332573       
4           -10.851672103011156      
5           -1672.4898932588567      
8           245.17215343987601       
6           -4969.9636512638062      
2           -19.003136275860758      
3           -139.59450556865789      
3           -863.6880597312994       
9           -4958.6195007119923      
16          -12331.438471760574      
6           -238.64944102456917      
5           -27.111801591192062      
7           -830.2112630619182       
1           -5.4185191753933433      
8           -10722.834569980441      
15          -12794.71200253248       
10          -12248.3146009258        
5           -90.213212596097762      
8           -3682.2789289706066      
7           -821.9968155377436       
2           -18.790029219694883      
4           -95.753977929709819      
9           -419.24514794951023      
8           -2194.2142517882312      
2           -31.186257172711354      
8           -4170.8809564026151      
5           30.529773656166334       
6           -1269.8116161448086      
4           38.517024221810196       
7           -1172.4200503229199      
1           -5.4439035345860285      
3           74.356525774848976       
8           -473.92253035437403      
9           49.299626217258968       
8           -4526.2059785657175      
12          -8042.7485718001917      
7           -3158.7598594367628      
11          -11445.55152449583       
12          -9566.1679484739834      
12          -7629.790877315595       
5           -4805.6245750936478      
4           -82.596336764286448      
10          -1253.4768474725611      
9           -2368.9004869402906      
9           -3120.5568882726816      
10          -6680.3205518320638      
6           25.823519930247052       
6           -2685.469908026188       
9           -6962.8254219754836      
6           -3150.91656804893        
2           -38.45185218127228       
4           -130.36488959865133      
8           -6124.5443622400044      
5           -3291.6982617659633      
7           -3577.405687304743       
10          -4826.1775294248755      
13          -6184.6230261992587      
13          -7064.185547003598       
6           -128.39373929853173      
11          -7082.2221967180121      
5           -2948.7537419160631      
7           -3591.1402452658585      
4           -111.95778486618956      
13          -7586.5506441304196      
11          -9681.9015252563058      
9           -2897.521463210157       
9           -2531.9452990689433      
8           -6800.5327587826032      
6           -7747.5983658207851      
11          -9812.3533309623945      
7           -3178.8281063929303      
6           -1168.5810689598193      
5           -978.12952861178212      
4           -790.13381328677713      
10          -2138.7863577291264      
0           0                        
4           135.53931280847843       
4           -373.1378127372717       
5           -1359.1433810056276      
5           -88.820007749236012      
8           -449.48776395368424      
6           -530.89980476701942      
6           -3064.2168382721902      
14          -8088.573501278147       
8           -1975.0120867646037      
7           244.88139169199286       
1           -5.4051440858458628      
3           -32.944567496535875      
6           -1288.5187988584835      
6           -2432.6199212703964      
7           -2500.808753829589       
6           -3387.9238476574096      
11          -11096.414758079825      
7           -3130.8063168516437      
4           -739.18967386714144      
9           -3661.4544632771167      
8           -5887.3737206076812      
4           -845.71459631510618      
10          -5963.0206670794014      
6           -2442.4669919885528      
10          -5295.5152886331862      
3           -56.878378778290276      
5           -1632.2752197893005      
5           -114.21507253002109      
4           -72.591303325507099      
3           -1097.8519446459693      
3           33.936575926923091       
7           -9756.146960941438       
9           -13586.68614525026       
12          -18022.286404244009      
10          -13098.002238362438      
12          -17188.552602480806      
11          -21314.238725460291      
14          -26685.336845437865      
14          -21024.667586023505      
17          -22995.252851499812      
13          -18069.768528553956      
15          -24097.342184498546      
18          -29634.234867739902      
20          -36068.461107202646      
16          -30181.225794215141      
17          -28614.30807285331       
13          -21172.454440332604      
12          -17901.114628993066      
20          -17190.636970783715      
14          -17347.067356705233      
9           -13163.634081901142      
10          -5339.788030276266       
8           -3968.9259261432494      
3           -278.90845273199585      
4           -4093.2009402227372      
7           -526.27286115313041      
8           -2763.039693170922       
9           -4004.9080029537513      
4           51.912909707731465       
9           -176.57913774961901      
8           -2703.7510606691017      
4           -3304.4825532705331      
9           -6628.6996172003555      
8           -2088.5823766086341      
3           88.604040580050267       
10          -5538.5891339488617      
14          -15155.83788464298       
5           -4403.1680774591132      
6           -7598.7241644327696      
9           -7609.4263608757665      
5           -6888.0743488577209      
13          -12040.228219980318      
