0 377
1 1794
2 4141
3 7254
4 10046
5 11528
6 11927
7 11126
8 9696
9 7841
10 6044
11 4537
12 3273
13 2233
14 1452
15 999
16 624
17 377
18 257
19 180
20 102
21 76
22 40
23 35
24 13
25 13
26 6
27 8
31 1
