2 3
3 8
4 25
5 62
6 99
7 222
8 385
9 593
10 938
11 1346
12 1715
13 2229
14 2604
15 3093
16 3569
17 3961
18 4205
19 4418
20 4701
21 4658
22 4660
23 4537
24 4471
25 4245
26 4086
27 3828
28 3496
29 3259
30 2998
31 2676
32 2367
33 2136
34 1880
35 1758
36 1483
37 1258
38 1126
39 975
40 864
41 744
42 655
43 556
44 475
45 415
46 340
47 271
48 250
49 221
50 170
51 174
52 127
53 124
54 90
55 74
56 77
57 53
58 51
59 29
60 39
61 30
62 14
63 19
64 19
65 13
66 5
67 6
68 6
69 1
70 4
72 1
74 4
75 3
77 2
82 1
