0 9
1 78
2 280
3 785
4 1503
5 2597
6 3786
7 5095
8 6365
9 7267
10 7855
11 7914
12 7711
13 7408
14 6629
15 5784
16 5046
17 4146
18 3471
19 2822
20 2281
21 1758
22 1343
23 1055
24 792
25 562
26 450
27 332
28 239
29 204
30 117
31 91
32 58
33 51
34 29
35 31
36 11
37 16
38 11
39 4
40 3
41 4
42 3
43 1
44 1
50 1
53 1
