570 1 -4400 25 25 25
5           -2574.3787250855362      
16          -13655.527024726996      
11          -11974.434604278946      
12          -7937.5488909082642      
9           -1096.3388587589213      
12          -5098.8190194842937      
8           -1792.1073363948622      
11          -2842.7849232133944      
8           -2347.6727714589601      
9           -2693.829831622651       
8           -4762.5490294368356      
7           -444.49309504411622      
5           -148.55962975155418      
12          -6692.3906175174243      
5           -259.90864935369291      
11          -1791.0551821563859      
13          -8291.2883421584866      
10          -1362.2262766948134      
7           -3074.7770026586145      
24          -18521.576323267207      
14          -13270.193559714762      
13          -8038.0718673256179      
19          -16218.874467631706      
14          -12218.847323738946      
16          -11986.320182874062      
20          -14586.676974863944      
16          -15944.423193546798      
21          -20825.27990120287       
22          -19928.295230109943      
13          -14001.56872722542       
16          -10262.771625616211      
11          -8459.2267957863623      
20          -15625.589161900432      
11          -3171.1159123324492      
11          -4902.1198171496781      
11          -12224.578739316205      
17          -9682.4679646435943      
9           -1101.1995368915507      
6           -330.99607858991249      
10          -5521.9144520160135      
7           -2563.5305135819535      
3           7.279411007737524        
9           -85.561135366006994      
7           -3535.019687139998       
16          -7635.7185907664789      
14          -10708.815652655454      
17          -15631.230338260637      
5           -1090.402782489286       
10          -4816.3886928805186      
15          -8091.9581911590531      
8           -2951.7513634368079      
13          -12446.538044350706      
16          -18365.431321251497      
16          -7960.3812020246214      
20          -18175.022878865624      
21          -26000.874937591914      
22          -27319.761436382279      
22          -27284.75486905477       
20          -20734.402929818956      
13          -8835.9358951539507      
17          -10112.212495300642      
5           41.63467964443133        
13          -3696.998264985576       
10          -7328.0378274460963      
10          -4126.3778003786401      
17          -17742.460899659916      
17          -10394.523564502255      
11          -14679.079531493499      
17          -14262.715425977798      
19          -17653.11066166098       
13          -11565.265660266186      
10          -12863.64839318896       
14          -16407.462360438305      
17          -10022.971457143833      
10          -4373.1703368211947      
10          -5568.6507797814138      
7           -1113.6092877955625      
10          -7697.48755128022        
8           -2948.5451217044829      
8           -2709.8232235107598      
10          -2494.5445828290476      
6           -3851.8198909596931      
19          -13981.559491312473      
10          -9138.8320267228628      
8           -6179.5179388955339      
5           -2938.9081084968884      
17          -6988.1590216999375      
17          -19579.008281543713      
14          -9730.3579320671888      
16          -4806.9262520984976      
18          -8408.9671097847113      
12          -4419.4296068746871      
7           -2022.1773391591798      
4           -9.4960736427776027      
11          -1268.4390427996652      
14          -10670.574439028846      
9           -4063.5213121859633      
7           115.35497212559613       
10          -3387.1925278862291      
6           -1575.6505628221839      
7           -3312.5792666492971      
12          -7279.753310696974       
21          -11421.611568351967      
9           -7236.6710594189271      
17          -11364.519861039174      
18          -16713.51463387032       
18          -22977.092841517911      
12          -19381.287496248136      
11          -6374.6238867014144      
14          -12470.082532687835      
14          -12474.253346672738      
9           -3443.696507464409       
13          -7549.9119928829095      
20          -13738.159918027399      
15          -13901.045738465811      
24          -14171.11971180382       
9           -3204.4110372010582      
10          -1057.5748170185259      
14          -5389.4187066980321      
13          -8914.1840476114321      
17          -14111.901996932655      
8           -2101.9964109658295      
8           -5061.1894223498493      
13          -5591.7551231614598      
14          -4286.0789636235841      
18          -10365.145422377491      
11          -4471.712930124716       
8           -2005.232870873795       
13          -3628.3574155158112      
17          -12597.749098528222      
15          -5860.7812623424252      
9           -4046.3911440352113      
7           -4805.6323973984181      
8           -2844.2259649534512      
8           -2521.4971537194165      
18          -9833.3941724076849      
8           -4765.091206089257       
9           -604.85351672548143      
8           -439.03287113116772      
8           -1540.3654651519369      
10          -4860.4097600213991      
10          -9953.4436134802945      
22          -17269.502777516489      
14          -10871.207938594869      
7           -3403.4435330299175      
13          -2851.9999043540661      
18          -7481.8523755430988      
11          -6704.5642892972064      
16          -7175.4425361821495      
13          -1421.37735453098        
12          -1384.9726311906156      
13          -5905.5989891182289      
8           -3923.228802808037       
14          -10642.746485304351      
16          -12601.680910556735      
13          -3503.7057036118345      
3           -176.13913526038681      
13          -6057.9718294803542      
12          -7107.0656798225727      
16          -14432.920696183935      
13          -13192.228570852196      
9           -1558.3876765383002      
17          -13187.757467316967      
13          -11129.217617073016      
14          -7036.301613737829       
10          -2597.960551521744       
10          -3011.0771718006881      
10          -2878.9486057978165      
21          -11317.143094072093      
8           -680.85033250610127      
5           -643.39193862218747      
9           -2157.8666375493076      
11          -8903.6682331176071      
9           -5448.7073750511609      
10          -4741.480125452762       
7           -416.08903468837536      
15          -7616.2454078581341      
3           12.97074741911992        
7           -1562.1706446181699      
3           -15.245246510284959      
8           -5728.6546964624613      
10          -2722.5978189976086      
11          -2658.1182277463386      
15          -8512.4987308539621      
8           -64.134760155891797      
6           -2167.00316711708        
8           -3229.9813530899801      
11          -2468.9225367679837      
12          -10782.25403530959       
22          -21768.742882149229      
19          -21366.848716199383      
14          -15734.475079210173      
12          -5391.8321538326873      
13          -9524.951226696201       
5           -2353.2796179742058      
18          -4631.2924165422965      
11          -6486.1651301970796      
16          -6534.9090768785354      
8           -1787.1290624127914      
12          -3387.5224190877616      
4           61.19780202858712        
12          -5731.5030240241204      
10          128.97048426043426       
11          -6097.5676070996215      
12          -4229.5055331106778      
4           -2494.2972857015429      
10          -406.24025766126277      
13          -4353.9527939330437      
13          -10515.026433639927      
13          -7529.7440290649483      
10          -3034.5510324710931      
